NGRAM,NCOUNT,LEN,WCOUNT,MASKED,IMPORTANCE,REDUNDANT
-ქართუ,7,6,214774,-kარtუ,1503418,False
ტერმინ,7,6,153528,tერმინ,1074696,False
ართულ-,6,6,160341,არtულ-,962046,False
<ტერმი,6,6,153477,<tერმი,920862,False
ტიკური,26,6,31908,tიkური,829608,False
ლოგია>,25,6,31515,ლოგია>,787875,False
ებითი>,24,6,31790,ებიtი>,762960,False
ოგრაფი,23,6,31986,ოგრაpი,735678,False
ოლოგია,22,6,31489,ოლოგია,692758,False
ნიკური,11,6,61810,ნიkური,679910,False
ლექსიკ,5,6,123412,ლეkსიk,617060,False
ეოლოგი,10,6,61701,ეოლოგი,617010,False
ექსიკო,5,6,123400,ეkსიkო,617000,False
ქსიკონ,5,6,123360,kსიkონ,616800,False
ართველ,9,6,61818,არtველ,556362,False
ნოლოგი,8,6,61705,ნოლოგი,493640,False
<განმა,15,6,31050,<განმა,465750,False
<ლექსი,5,6,92768,<ლეkსი,463840,False
მეტყვე,13,6,31182,მეtყვე,405366,False
ეტყველ,13,6,31182,ეtყველ,405366,False
<სიტყვ,12,6,31287,<სიtყვ,375444,False
ცხოვრე,12,6,31228,cხოვრე,374736,False
ინგლის,6,6,61577,ინგლის,369462,False
<საზღვ,9,6,30921,<საზგვ,278289,False
განმარ,9,6,30896,განმარ,278064,False
ანმარტ,9,6,30892,ანმარt,278028,False
სიტყვა,7,6,31064,სიtყვა,217448,False
გრაფიუ,7,6,31011,გრაpიუ,217077,False
რაფიულ,7,6,31007,რაpიულ,217049,False
ფიული>,7,6,30972,pიული>,216804,False
აფიული,7,6,30971,აpიული,216797,False
იოლოგი,7,6,30955,იოლოგი,216685,False
<ქალაქ,6,6,30879,<kალაk,185274,False
<განათ,6,6,30855,<განაt,185130,False
ეტალურ,6,6,30830,ეtალურ,184980,False
აკანონ,6,6,30800,აkანონ,184800,False
ტექნიკ,5,6,31019,tეkნიk,155095,False
<ინგლი,5,6,30888,<ინგლი,154440,False
მარტებ,5,6,30805,მარtებ,154025,False
ნმარტე,5,6,30801,ნმარtე,154005,False
ელექტრ,40,6,2764,ელეktრ,110560,False
<ნაწილ,12,6,7367,<ნაcილ,88404,False
<ელექტ,32,6,2323,<ელეkt,74336,False
ატორი>,34,6,2037,აtორი>,69258,False
ლექტრო,29,6,2246,ლეktრო,65134,False
<გადას,31,6,1457,<გადას,45167,False
<გამოს,33,6,1280,<გამოს,42240,False
ეცნიერ,6,6,7032,ეcნიერ,42192,False
მეცნიე,6,6,7032,მეcნიე,42192,False
<შემდგ,5,6,6897,<შემდგ,34485,False
იზაცია,22,6,1372,იზაcია,30184,False
ზაცია>,23,6,1295,ზაcია>,29785,False
<გარდა,11,6,2464,<გარდა,27104,False
<წარმო,23,6,1166,<cარმო,26818,False
გადასა,22,6,1165,გადასა,25630,False
მეტრი>,19,6,1281,მეtრი>,24339,False
<გადამ,25,6,965,<გადამ,24125,False
<თანამ,21,6,1127,<tანამ,23667,False
ციური>,22,6,977,cიური>,21494,False
ციული>,24,6,869,cიული>,20856,False
ომეტრი,16,6,1238,ომეtრი,19808,False
გამოსა,23,6,857,გამოსა,19711,False
ნაწილე,23,6,814,ნაcილე,18722,False
ობითი>,23,6,789,ობიtი>,18147,False
სწორებ,19,6,914,სcორებ,17366,False
<ადგილ,15,6,1140,<ადგილ,17100,False
<გამომ,20,6,850,<გამომ,17000,False
კავშირ,18,6,911,kავშირ,16398,False
მოქმედ,19,6,857,მოkმედ,16283,False
<გამოც,19,6,831,<გამოc,15789,False
საუკუნ,5,6,3122,საუkუნ,15610,False
<საუკუ,5,6,3092,<საუkუ,15460,False
სამართ,19,6,799,სამარt,15181,False
<თავის,12,6,1161,<tავის,13932,False
ტრული>,16,6,831,tრული>,13296,False
ამართლ,19,6,633,ამარtლ,12027,False
საზღვრ,17,6,701,საზგვრ,11917,False
რაცია>,19,6,624,რაcია>,11856,False
<გადახ,17,6,678,<გადახ,11526,False
ავისუფ,14,6,787,ავისუp,11018,False
თავისუ,14,6,786,tავისუ,11004,False
თებული,16,6,677,tებული,10832,False
ტაცია>,19,6,540,tაcია>,10260,False
<თავდა,14,6,726,<tავდა,10164,False
ატური>,14,6,721,აtური>,10094,False
იკული>,15,6,656,იkული>,9840,False
აკეთებ,10,6,967,აkეtებ,9670,False
მენტი>,18,6,535,მენtი>,9630,False
აყოფილ,16,6,580,აყოpილ,9280,False
ნტური>,16,6,573,ნtური>,9168,False
ანგარი,15,6,610,ანგარი,9150,False
ართვა>,14,6,652,არtვა>,9128,False
ტიანი>,13,6,686,tიანი>,8918,False
მართულ,15,6,589,მარtულ,8835,False
<თვითმ,12,6,736,<tვიtმ,8832,False
აწილებ,15,6,581,აcილებ,8715,False
ქტორი>,16,6,544,ktორი>,8704,False
ეტები>,12,6,718,ეtები>,8616,False
ტებული,14,6,612,tებული,8568,True
აგება>,12,6,699,აგება>,8388,False
მაგნიტ,12,6,697,მაგნიt,8364,False
ქმედებ,13,6,635,kმედებ,8255,False
გებული,15,6,543,გებული,8145,False
ქცევა>,13,6,616,kcევა>,8008,False
ნასწორ,14,6,571,ნასcორ,7994,False
<ფორმა,6,6,1322,<pორმა,7932,False
<ავტომ,10,6,792,<ავtომ,7920,False
თვალებ,9,6,872,tვალებ,7848,False
მიმართ,13,6,599,მიმარt,7787,False
ასწორე,12,6,637,ასcორე,7644,False
ოფილი>,15,6,509,ოpილი>,7635,False
მანქან,11,6,680,მანkან,7480,False
ლიზაცი,11,6,669,ლიზაcი,7359,False
ოლოგი>,14,6,524,ოლოგი>,7336,False
ატები>,10,6,733,აtები>,7330,False
ატვირთ,13,6,556,აtვირt,7228,False
ნტები>,11,6,657,ნtები>,7227,False
ოფილებ,15,6,476,ოpილებ,7140,False
მთხვევ,13,6,539,მtხვევ,7007,False
წყვეტი,12,6,583,cყვეtი,6996,False
იკოსი>,13,6,531,იkოსი>,6903,False
სპექტი,6,6,1146,სpეktი,6876,False
ატარებ,11,6,618,აtარებ,6798,False
ლაცია>,13,6,521,ლაcია>,6773,False
ვისუფლ,12,6,555,ვისუpლ,6660,False
ნგარიშ,12,6,553,ნგარიშ,6636,False
<გადაა,13,6,510,<გადაა,6630,False
წინააღ,14,6,473,cინააგ,6622,False
კმაყოფ,14,6,473,kმაყოp,6622,False
აღმდეგ,14,6,472,აგმდეგ,6608,False
ინააღმ,14,6,472,ინააგმ,6608,False
ნააღმდ,14,6,472,ნააგმდ,6608,False
ააღმდე,14,6,471,ააგმდე,6594,False
<გვერდ,10,6,659,<გვერდ,6590,False
წყობილ,14,6,470,cყობილ,6580,False
ფეთქებ,14,6,470,pეtkებ,6580,False
მაყოფი,14,6,467,მაყოpი,6538,False
ექტორი,14,6,467,ეktორი,6538,False
მაგრებ,10,6,650,მაგრებ,6500,False
<გამოყ,11,6,588,<გამოყ,6468,False
სფერი>,14,6,458,სpერი>,6412,False
რატორი,9,6,704,რაtორი,6336,False
მტკიცე,10,6,603,მtkიcე,6030,False
ატული>,12,6,502,აtული>,6024,False
აპარაკ,10,6,602,აpარაk,6020,False
ლაპარა,10,6,602,ლაpარა,6020,False
ისფერი,14,6,426,ისpერი,5964,False
ყოფილე,14,6,425,ყოpილე,5950,False
გრძნობ,10,6,579,გრძნობ,5790,False
ანაწილ,13,6,443,ანაcილ,5759,False
ცხადებ,10,6,573,cხადებ,5730,False
ციები>,6,6,952,cიები>,5712,False
ლებით>,12,6,471,ლებიt>,5652,False
<კანონ,14,6,403,<kანონ,5642,False
კაცია>,13,6,428,kაcია>,5564,False
ყოფილი,12,6,461,ყოpილი,5532,False
ღებული,11,6,502,გებული,5522,True
<განსა,10,6,543,<განსა,5430,False
მკვიდრ,12,6,443,მkვიდრ,5316,False
საკუთრ,13,6,408,საkუtრ,5304,False
მექანი,10,6,530,მეkანი,5300,False
აგებულ,12,6,438,აგებულ,5256,False
<გამოა,12,6,438,<გამოა,5256,False
აგებს>,12,6,438,აგებს>,5256,False
გრაფი>,10,6,517,გრაpი>,5170,False
<საკუთ,5,6,1026,<საkუt,5130,False
ოქმედე,10,6,512,ოkმედე,5120,False
მჟავა>,5,6,1016,მjავა>,5080,False
ფრთხილ,12,6,420,pრtხილ,5040,False
გდება>,9,6,560,გდება>,5040,False
მატური,9,6,549,მაtური,4941,False
<მიკრო,7,6,697,<მიkრო,4879,False
აციული,12,6,405,აcიული,4860,False
<ცეცხლ,10,6,485,<cეcხლ,4850,False
ეთილი>,12,6,404,ეtილი>,4848,False
მარცვლ,12,6,403,მარcვლ,4836,False
ტიური>,11,6,438,tიური>,4818,False
<გადმო,10,6,469,<გადმო,4690,False
წესრიგ,12,6,385,cესრიგ,4620,False
რთიერთ,9,6,512,რtიერt,4608,False
რთავი>,12,6,380,რtავი>,4560,False
მცირებ,9,6,504,მcირებ,4536,False
გონება,10,6,453,გონება,4530,False
ურთიერ,9,6,500,ურtიერ,4500,False
აციური,10,6,445,აcიური,4450,False
ტიული>,12,6,370,tიული>,4440,False
<ურთიე,9,6,492,<ურtიე,4428,False
ტვირთა,11,6,398,tვირtა,4378,False
ისუფლე,9,6,486,ისუpლე,4374,False
აფეთქე,11,6,397,აpეtkე,4367,False
სუფლებ,9,6,484,სუpლებ,4356,False
<თვალე,6,6,725,<tვალე,4350,False
აციის>,8,6,543,აcიის>,4344,False
გრაფია,9,6,482,გრაpია,4338,False
ლატორი,10,6,433,ლაtორი,4330,False
აწმენდ,8,6,539,აcმენდ,4312,False
ტორის>,12,6,358,tორის>,4296,False
რთავს>,8,6,535,რtავს>,4280,False
ნტული>,11,6,389,ნtული>,4279,False
რაფია>,9,6,471,რაpია>,4239,False
ტორული,11,6,380,tორული,4180,False
წყობა>,9,6,461,cყობა>,4149,False
<წინას,9,6,460,<cინას,4140,False
იმეტრი,9,6,457,იმეtრი,4113,False
<გამოუ,10,6,411,<გამოუ,4110,False
<მანქა,8,6,512,<მანkა,4096,False
ნასწარ,9,6,454,ნასcარ,4086,False
ტირება,8,6,510,tირება,4080,False
მგზავრ,9,6,452,მგზავრ,4068,False
ეტილი>,10,6,406,ეtილი>,4060,True
ინასწა,9,6,448,ინასcა,4032,False
წინასწ,9,6,448,cინასc,4032,False
სტიკურ,8,6,503,სtიkურ,4024,False
ატება>,9,6,443,აtება>,3987,False
<კეთილ,10,6,398,<kეtილ,3980,False
აღება>,9,6,440,აგება>,3960,True
